Time,Search Query
2023/12/07 20:39:41 UTC,qa analyst
2023/12/11 20:47:54 UTC,qa
2023/12/18 20:56:31 UTC,ABAP Sr
2023/12/07 20:00:26 UTC,qa analyst
2023/12/04 20:49:02 UTC,WebExport
2023/12/07 19:47:49 UTC,Cosys Global | Grupo KELSOFT
2023/12/07 20:00:27 UTC,qa analyst
2023/12/13 21:00:03 UTC,qa analyst
2023/12/12 20:50:32 UTC,tester / qa
2023/12/18 19:41:19 UTC,analista qa
2023/12/11 20:47:54 UTC,tester qa
2023/12/12 20:50:35 UTC,qa analyst
2023/12/19 20:20:54 UTC,Fullstack Java Angular Senior
2023/12/11 20:05:28 UTC,tester qa
2023/12/04 20:49:48 UTC,fabricio micolini
2023/12/07 20:39:42 UTC,tester / qa
2023/12/20 18:47:27 UTC,tester qa
2023/12/07 20:41:41 UTC,tester / qa
2023/12/11 12:31:05 UTC,tester qa
2023/12/11 20:51:45 UTC,qa analyst
2023/12/07 20:03:03 UTC,webexport
2023/12/07 20:00:26 UTC,webexport
2023/12/19 20:39:23 UTC,Cosys Global | Grupo KELSOFT
2023/12/11 20:51:45 UTC,webexport
2023/12/18 18:57:48 UTC,desarrolladores ABAP Sr.
2023/12/13 21:04:55 UTC,qa analyst
2023/12/07 20:00:27 UTC,fabricio micolini
2023/12/07 20:03:04 UTC,qa apprenticeships
2023/12/05 20:29:21 UTC,qa tester
2023/12/05 20:41:59 UTC,webexport
2023/12/19 20:18:25 UTC,Fullstack Java Angular Senior
2024/01/02 19:28:10 UTC,"""analista qa"""
2023/12/12 20:50:34 UTC,qa analyst
2023/12/19 20:20:08 UTC,Fullstack Java Angular Senior
2023/12/21 18:58:02 UTC,analista qa
2024/01/02 20:50:29 UTC,programadores argentina comunidad
2023/12/11 18:56:26 UTC,qa tester
2023/12/07 20:00:26 UTC,Analista de ventas
2023/12/13 21:04:55 UTC,tester qa
2023/12/05 19:17:16 UTC,qa apprenticeships
2023/12/18 19:52:32 UTC,analista qa
2024/01/02 20:02:24 UTC,creare sistemas
2023/12/15 21:45:16 UTC,Ingeniero de software
2024/01/02 19:51:18 UTC,analista qa
2023/12/11 19:03:53 UTC,qa tester
2023/12/20 20:56:29 UTC,analista qa
2023/12/11 18:56:26 UTC,qa analyst
2023/12/05 19:15:50 UTC,qa analyst
2024/01/02 19:27:44 UTC,analyst
2023/12/11 20:05:26 UTC,tester qa
2023/12/07 20:00:26 UTC,qa tester
2023/12/07 20:41:41 UTC,qa tester
2023/12/07 20:00:27 UTC,Ingeniero de software
2023/12/18 20:49:50 UTC,abap srm
2023/12/07 20:01:46 UTC,qa tester
2023/12/12 20:50:35 UTC,tester / qa
2023/12/12 20:50:32 UTC,Consultor de SAP
2023/12/07 20:02:17 UTC,fabricio micolini
2023/12/04 20:49:48 UTC,qa analyst
2023/12/12 20:50:42 UTC,qa analyst
2023/12/07 20:04:18 UTC,qa apprenticeships
2023/12/18 18:57:48 UTC,qa tester
2023/12/07 20:04:18 UTC,fabricio micolini
2023/12/11 21:01:32 UTC,desarrollador
2023/12/05 19:24:54 UTC,qa apprenticeships
2023/12/11 20:59:53 UTC,desarrolladores ABAP Sr.
2023/12/18 18:57:50 UTC,tester qa
2024/01/02 19:40:57 UTC,Sofre Digital SA
2023/12/11 20:59:15 UTC,cosys global | grupo kelsoft
2023/12/04 20:49:02 UTC,qa
2023/12/13 21:00:03 UTC,tester qa
2023/12/11 19:04:00 UTC,tester qa
2023/12/04 20:49:02 UTC,qa apprenticeships
2023/12/13 21:00:03 UTC,desarrolladores abap sr.
2023/12/11 20:25:21 UTC,qa tester
2023/12/12 20:50:39 UTC,qa
2023/12/11 20:05:59 UTC,tester qa
2023/12/11 20:24:39 UTC,Cosys Global | Grupo KELSOFT
2023/12/19 19:10:55 UTC,tester qa
2023/12/20 20:56:29 UTC,qa analyst
2023/12/20 21:02:37 UTC,It School - Educación IT | Grupo KELSOFT
2023/12/07 20:18:49 UTC,fabricio micolini
2023/12/15 21:44:30 UTC,tester / qa
2023/12/20 20:31:03 UTC,Cosys Global | Grupo KELSOFT
2023/12/07 20:39:31 UTC,tester / qa
2023/12/05 20:41:59 UTC,qa tester
2023/12/18 20:50:10 UTC,ABAP Sr
2023/12/05 20:41:59 UTC,qa analyst
2023/12/11 18:56:21 UTC,qa
2023/12/11 20:51:45 UTC,webexport
2023/12/19 19:17:29 UTC,ventus 
2023/12/05 19:24:54 UTC,qa tester
2023/12/05 19:24:54 UTC,qa analyst
2023/12/07 20:13:23 UTC,qa apprenticeships
2023/12/12 20:49:36 UTC,qa
2023/12/07 20:02:17 UTC,qa analyst
2023/12/12 20:50:39 UTC,qa analyst
2023/12/05 19:17:15 UTC,webexport
2023/12/13 21:04:55 UTC,tester qa
2023/12/05 20:43:43 UTC,fabricio micolini
2023/12/12 20:50:41 UTC,qa tester
2023/12/11 20:21:28 UTC,qa tester
2023/12/05 20:43:43 UTC,Ingeniero de software
2023/12/12 20:50:39 UTC,qa
2023/12/05 19:24:54 UTC,qa
2023/12/18 19:21:47 UTC,desarrolladores ABAP Sr.
2023/12/18 19:21:47 UTC,qa
2023/12/05 19:24:54 UTC,qa analyst
2023/12/07 20:01:46 UTC,Ingeniero de software
2023/12/07 20:01:46 UTC,fabricio micolini
2023/12/07 20:04:18 UTC,qa apprenticeships
2023/12/12 20:50:34 UTC,tester / qa
2023/12/11 18:56:26 UTC,tester / qa
2023/12/04 20:50:15 UTC,qa
2023/12/14 20:46:54 UTC,qa analyst
2023/12/04 20:49:02 UTC,qa analyst
2023/12/04 20:49:02 UTC,qa apprenticeships
2023/12/07 20:01:46 UTC,qa analyst
2024/01/02 20:41:06 UTC,Ingeniero de software
2023/12/18 20:49:53 UTC,ABAP Sr
2023/12/11 18:56:21 UTC,qa analyst
2023/12/11 21:02:14 UTC,desarrollador
2023/12/22 20:30:38 UTC,analista qa
2023/12/18 19:42:09 UTC,analista qa
2023/12/04 20:50:15 UTC,qa
2023/12/11 20:59:54 UTC,qa tester
2023/12/20 19:52:26 UTC,analista qa
2024/01/02 19:28:10 UTC,"""analista qa"""
2023/12/05 20:29:21 UTC,qa analyst
2023/12/05 19:15:42 UTC,qa tester
2023/12/07 20:41:41 UTC,webexport
2023/12/11 19:04:00 UTC,qa analyst
2023/12/07 20:04:18 UTC,Consultor de SAP
2024/01/02 20:47:11 UTC,Divulga Vagas
2023/12/11 18:56:26 UTC,tester qa
2023/12/12 12:27:11 UTC,qa tester
2024/01/02 20:40:48 UTC,Analista de comercio electrónico
2023/12/07 20:41:41 UTC,webexport
2023/12/11 19:06:46 UTC,tester / qa
2023/12/15 21:44:30 UTC,desarrolladores ABAP Sr.
2023/12/07 20:02:17 UTC,webexport
2023/12/05 20:29:09 UTC,Cosys Global | Grupo KELSOFT
2023/12/12 20:50:35 UTC,tester qa
2023/12/18 19:21:50 UTC,tester qa
2023/12/07 20:13:23 UTC,qa apprenticeships
2023/12/15 21:43:53 UTC,desarrolladores ABAP Sr.
2023/12/07 20:04:18 UTC,qa analyst
2023/12/07 20:41:41 UTC,qa
2023/12/05 19:16:57 UTC,qa tester
2023/12/20 18:47:14 UTC,analista qa
2023/12/12 20:48:46 UTC,tester / qa
2024/01/02 20:47:07 UTC,divulga vagas
2023/12/21 19:02:42 UTC,ucrop.it
2023/12/05 19:17:16 UTC,qa analyst
2023/12/05 19:24:54 UTC,webexport
2023/12/11 19:04:00 UTC,qa tester
2023/12/05 19:17:16 UTC,qa tester
2023/12/11 20:21:28 UTC,qa tester
2023/12/11 20:51:45 UTC,qa tester
2023/12/07 20:13:23 UTC,qa tester
2023/12/14 20:24:01 UTC,qa
2023/12/11 20:05:28 UTC,tester qa
2023/12/05 19:24:54 UTC,qa tester
2023/12/18 20:50:50 UTC,ABAP Sr
2023/12/11 20:25:21 UTC,tester qa
2023/12/05 20:29:06 UTC,Cosys Global | Grupo KELSOFT
2023/12/11 20:47:54 UTC,webexport
2024/01/02 12:26:33 UTC,Taynes
2023/12/21 18:58:01 UTC,analista qa
2024/01/02 19:51:30 UTC,analista qa
2023/12/05 20:29:21 UTC,qa
2023/12/07 20:18:49 UTC,fabricio micolini
2023/12/13 21:04:50 UTC,qa
2023/12/04 20:49:02 UTC,Fabricio Micolini
2023/12/20 20:14:06 UTC,analista qa
2023/12/11 20:05:29 UTC,qa
2024/01/02 20:50:51 UTC,programador
2023/12/22 20:30:38 UTC,tester qa
2023/12/12 20:50:42 UTC,desarrolladores abap sr.
2023/12/11 21:00:26 UTC,desarrollador
2023/12/19 20:39:25 UTC,Cosys Global | Grupo KELSOFT
2023/12/18 12:21:06 UTC,tester qa
2023/12/14 20:22:49 UTC,qa
2023/12/11 20:47:54 UTC,qa tester
2023/12/11 20:21:28 UTC,qa
2023/12/20 20:04:31 UTC,qa tester
2023/12/07 19:48:31 UTC,WebExport
2023/12/07 20:00:26 UTC,fabricio micolini
2023/12/04 20:50:15 UTC,qa tester
2023/12/21 19:02:06 UTC,taynes consultores
2023/12/12 12:27:11 UTC,qa tester
2024/01/02 20:02:26 UTC,creare sistemas
2023/12/07 20:18:49 UTC,webexport
2024/01/02 20:32:04 UTC,cosys global | grupo kelsoft
2023/12/21 19:01:57 UTC,Taynes Consultores
2023/12/19 19:10:55 UTC,analista qa
2024/01/02 20:34:07 UTC,Taynes
2024/01/02 19:28:09 UTC,"""analista qa"""
2023/12/12 20:50:32 UTC,tester qa
2023/12/04 20:50:15 UTC,qa analyst
2023/12/14 20:22:49 UTC,qa
2023/12/11 20:59:20 UTC,comparto cv
2023/12/07 20:04:18 UTC,qa
2023/12/21 19:03:01 UTC,Benzai Recursos Humanos
2023/12/18 18:57:50 UTC,desarrolladores ABAP Sr.
2023/12/05 19:17:16 UTC,fabricio micolini
2023/12/18 19:21:47 UTC,qa analyst
2023/12/07 20:01:46 UTC,qa analyst
2023/12/12 20:49:36 UTC,tester qa
2023/12/22 20:30:38 UTC,Taynes
2023/12/12 20:50:39 UTC,desarrolladores abap sr.
2023/12/11 20:59:55 UTC,desarrolladores ABAP Sr.
2023/12/07 20:13:23 UTC,qa analyst
2023/12/18 20:45:56 UTC,It School - Educación IT | Grupo KELSOFT
2023/12/14 20:46:54 UTC,desarrolladores ABAP Sr.
2023/12/19 20:21:00 UTC,ADONIS \: Greatest Digital Jobs !
2023/12/13 21:00:03 UTC,tester / qa
2023/12/12 20:50:39 UTC,tester qa
2023/12/11 18:56:26 UTC,webexport
2023/12/11 18:56:26 UTC,tester qa
2023/12/07 20:13:23 UTC,qa tester
2023/12/19 20:39:44 UTC,tester qa
2023/12/11 20:05:28 UTC,qa analyst
2023/12/13 21:00:03 UTC,tester qa
2023/12/05 19:17:16 UTC,webexport
2023/12/14 20:37:29 UTC,tester qa
2023/12/21 18:58:01 UTC,analista qa
2023/12/07 20:44:09 UTC,tester qa
2023/12/13 21:00:03 UTC,qa
2023/12/12 20:46:07 UTC,Cosys Global | Grupo KELSOFT
2024/01/02 20:32:00 UTC,clude - cartao de saude 360 ltda
2023/12/11 20:59:49 UTC,desarrolladores ABAP Sr.
2023/12/15 21:44:30 UTC,qa analyst
2023/12/05 19:15:50 UTC,qa
2023/12/11 20:59:17 UTC,comparto cv
2023/12/11 19:03:53 UTC,tester / qa
2023/12/18 19:21:46 UTC,tester qa
2023/12/12 20:50:33 UTC,tester qa
2023/12/12 20:50:32 UTC,qa analyst
2023/12/20 20:56:29 UTC,qa tester
2023/12/18 18:57:48 UTC,tester / qa
2023/12/12 20:50:41 UTC,qa analyst
2024/01/02 20:34:07 UTC,analista qa
2024/01/02 20:50:50 UTC,programador
2023/12/07 20:02:17 UTC,qa tester
2023/12/21 18:46:25 UTC,milagros lavi palomino
2023/12/07 20:41:41 UTC,tester / qa
2023/12/12 20:50:39 UTC,tester / qa
2023/12/18 19:47:22 UTC,analista qa
2023/12/11 20:05:21 UTC,tester qa
2023/12/20 20:56:29 UTC,tester qa
2023/12/19 20:20:44 UTC,Fullstack Java Angular Senior
2023/12/14 20:56:50 UTC,Cosys Global | Grupo KELSOFT
2023/12/12 19:15:46 UTC,Raúl Hernández
2023/12/11 18:56:21 UTC,qa
2023/12/19 20:20:10 UTC,Fullstack Java Angular Senior
2023/12/05 20:41:59 UTC,fabricio micolini
2023/12/11 12:31:02 UTC,tester qa
2023/12/14 20:24:01 UTC,qa
2023/12/11 19:04:00 UTC,tester qa
2023/12/07 20:03:04 UTC,qa analyst
2023/12/14 20:37:25 UTC,tester qa
2023/12/12 21:00:21 UTC,desarrollador
2023/12/05 19:17:16 UTC,qa
2024/01/02 19:40:59 UTC,Sofre Digital SA
2024/01/02 20:58:55 UTC,programador
2023/12/22 20:30:38 UTC,tester / qa
2023/12/07 20:04:18 UTC,qa tester
2023/12/21 18:58:01 UTC,qa analyst
2023/12/12 20:49:36 UTC,tester / qa
2023/12/18 18:57:50 UTC,qa
2023/12/21 18:58:01 UTC,qa tester
2023/12/20 19:42:51 UTC,analista qa
2023/12/12 20:50:34 UTC,desarrolladores ABAP Sr.
2023/12/07 20:03:04 UTC,Ingeniero de software
2023/12/07 20:39:50 UTC,tester qa
2023/12/05 19:24:54 UTC,fabricio micolini
2023/12/14 20:27:14 UTC,qa analyst
2023/12/13 21:00:03 UTC,tester / qa
2023/12/11 20:06:02 UTC,tester qa
2023/12/19 20:39:44 UTC,qa analyst
2023/12/22 20:26:52 UTC,Ingeniero de software
2023/12/11 20:59:54 UTC,qa
2023/12/19 20:40:03 UTC,Consultor de SAP
2023/12/11 20:21:28 UTC,webexport
2023/12/13 21:00:03 UTC,qa tester
2023/12/11 20:25:21 UTC,qa analyst
2023/12/15 21:43:48 UTC,tester qa
2023/12/15 21:43:53 UTC,tester / qa
2023/12/07 20:00:27 UTC,qa
2023/12/05 20:43:43 UTC,webexport
2023/12/20 20:08:25 UTC,MC Group Venezuela
2023/12/19 19:17:26 UTC,ventus
2023/12/05 20:41:59 UTC,qa apprenticeships
2024/01/02 19:28:10 UTC,Taynes
2023/12/04 20:49:02 UTC,Fabricio Micolini
2023/12/07 20:03:04 UTC,fabricio micolini
2023/12/07 20:02:17 UTC,Ingeniero de software
2023/12/11 20:51:46 UTC,qa
2023/12/05 19:15:50 UTC,Fabricio Micolini
2023/12/20 18:47:27 UTC,analista qa
2023/12/11 20:21:28 UTC,tester / qa
2023/12/11 20:02:59 UTC,tester qa
2023/12/18 19:21:46 UTC,tester qa
2023/12/07 20:13:23 UTC,fabricio micolini
2023/12/14 20:37:32 UTC,tester qa
2023/12/20 20:12:52 UTC,analista qa
2023/12/04 20:49:02 UTC,qa
2023/12/19 19:58:56 UTC,analista qa
2023/12/15 21:40:48 UTC,Cosys Global | Grupo KELSOFT
2023/12/07 19:48:31 UTC,qa analyst
2023/12/07 20:00:27 UTC,qa apprenticeships
2024/01/02 19:51:18 UTC,analista qa
2023/12/11 21:00:21 UTC,desarrollador
2023/12/12 20:50:32 UTC,qa analyst
2023/12/14 20:22:49 UTC,qa tester
2023/12/04 20:49:48 UTC,qa apprenticeships
2023/12/12 20:50:32 UTC,tester qa
2023/12/04 20:48:44 UTC,cosys global | grupo kelsoft
2023/12/07 20:02:17 UTC,qa apprenticeships
2023/12/05 20:43:43 UTC,qa analyst
2024/01/02 19:24:13 UTC,Ingeniero de software
2023/12/12 20:48:46 UTC,qa
2023/12/07 20:03:03 UTC,webexport
2023/12/20 19:43:49 UTC,analista qa
2023/12/12 20:50:39 UTC,qa tester
2023/12/20 19:42:51 UTC,tester qa
2023/12/12 12:27:11 UTC,tester / qa
2023/12/13 21:04:57 UTC,tester qa
2023/12/04 20:49:48 UTC,qa
2023/12/19 19:56:21 UTC,analista qa
2023/12/11 20:51:46 UTC,tester qa
2023/12/12 12:27:11 UTC,tester qa
2023/12/11 20:25:21 UTC,tester / qa
2023/12/13 21:04:50 UTC,tester / qa
2023/12/14 20:27:14 UTC,tester qa
2023/12/11 21:02:16 UTC,tester qa
2023/12/14 20:27:14 UTC,tester / qa
2023/12/21 19:02:40 UTC,ucrop.it
2023/12/19 19:57:59 UTC,analista qa
2023/12/12 20:50:39 UTC,desarrolladores abap sr.
2023/12/07 20:02:17 UTC,qa
2023/12/13 21:04:55 UTC,tester / qa
2023/12/11 18:56:21 UTC,tester / qa
2023/12/15 21:43:53 UTC,qa tester
2023/12/11 20:59:59 UTC,desarrolladores ABAP Sr.
2023/12/18 20:45:54 UTC,It School - Educación IT | Grupo KELSOFT
2023/12/07 20:00:26 UTC,qa analyst
2023/12/05 19:15:50 UTC,qa tester
2023/12/12 20:50:35 UTC,qa
2023/12/07 19:48:31 UTC,qa tester
2023/12/20 18:47:27 UTC,qa analyst
2023/12/11 20:59:21 UTC,comparto cv
2023/12/05 20:43:43 UTC,qa tester
2023/12/12 20:49:36 UTC,desarrolladores abap sr.
2023/12/15 21:43:46 UTC,tester qa
2023/12/07 20:41:41 UTC,tester qa
2023/12/05 19:17:16 UTC,qa
2023/12/15 21:44:30 UTC,qa tester
2023/12/04 20:50:15 UTC,qa apprenticeships
2023/12/19 19:10:55 UTC,qa analyst
2024/01/02 19:28:10 UTC,tester / qa
2023/12/19 20:44:33 UTC,Ingeniero de software
2023/12/19 21:01:35 UTC,qa analyst
2023/12/07 20:39:41 UTC,qa tester
2023/12/18 20:29:07 UTC,it school - educación it | grupo kelsoft
2023/12/21 18:46:56 UTC,andrea pisano
2024/01/02 19:38:12 UTC,consalida
2023/12/18 20:56:03 UTC,ABAP Sr
2023/12/04 20:50:15 UTC,qa tester
2023/12/11 20:47:54 UTC,qa analyst
2023/12/12 19:15:25 UTC,raúl hernández
2024/01/02 19:27:49 UTC,"""analista qa"""
2023/12/07 20:00:26 UTC,qa
2023/12/11 20:47:54 UTC,qa tester
2023/12/07 20:39:40 UTC,tester / qa
2023/12/11 20:24:37 UTC,Cosys Global | Grupo KELSOFT
2023/12/12 20:50:39 UTC,qa analyst
2023/12/18 19:56:15 UTC,analista qa
2023/12/11 18:56:26 UTC,qa analyst
2023/12/12 20:48:46 UTC,desarrolladores ABAP Sr.
2023/12/12 20:50:42 UTC,qa tester
2023/12/18 20:29:05 UTC,istorming consultoria sl
2023/12/05 19:17:16 UTC,qa apprenticeships
2023/12/12 20:50:32 UTC,qa tester
2023/12/11 18:56:26 UTC,qa
2023/12/05 19:15:50 UTC,qa apprenticeships
2023/12/21 20:13:07 UTC,Ingeniero de software
2023/12/12 20:49:36 UTC,tester / qa
2023/12/11 19:22:40 UTC,ceo
2023/12/12 12:27:11 UTC,tester / qa
2023/12/07 20:00:27 UTC,webexport
2023/12/11 20:47:54 UTC,qa analyst
2023/12/11 20:47:54 UTC,tester / qa
2023/12/21 19:01:14 UTC,Taynes
2023/12/19 20:39:44 UTC,analista qa
2023/12/21 19:02:39 UTC,ucrop.it
2023/12/05 19:15:52 UTC,qa tester
2023/12/07 20:00:27 UTC,qa tester
2023/12/21 19:03:20 UTC,Analista de validación
2023/12/07 20:00:26 UTC,qa tester
2023/12/19 20:39:44 UTC,tester / qa
2023/12/21 19:01:27 UTC,Taynes
2023/12/20 20:36:13 UTC,It School - Educación IT | Grupo KELSOFT
2023/12/12 20:50:43 UTC,Administrador del sistema
2023/12/21 19:01:57 UTC,Taynes Consultores
2023/12/20 18:47:27 UTC,desarrolladores ABAP Sr.
2023/12/14 20:24:01 UTC,qa tester
2023/12/11 21:00:19 UTC,desarrollador
2023/12/12 20:48:46 UTC,qa analyst
2023/12/12 19:15:25 UTC,recursos humanos latam
2023/12/19 21:01:35 UTC,qa tester
2023/12/12 12:27:11 UTC,qa
2023/12/14 20:24:01 UTC,desarrolladores abap sr.
2023/12/18 20:50:08 UTC,ABAP Sr
2023/12/12 20:49:36 UTC,qa tester
2023/12/21 18:58:01 UTC,tester / qa
2023/12/12 12:27:11 UTC,qa analyst
2023/12/05 20:43:43 UTC,qa apprenticeships
2023/12/19 19:57:26 UTC,analista qa
2023/12/05 19:17:16 UTC,qa tester
2023/12/07 20:41:00 UTC,tester qa
2023/12/21 18:46:56 UTC,andrea pisano
2023/12/19 20:18:23 UTC,Fullstack Java Angular Senior
2023/12/04 20:50:15 UTC,qa analyst
2023/12/07 20:01:46 UTC,qa apprenticeships
2023/12/18 20:49:50 UTC,ABAP Sr
2023/11/28 17:35:07 UTC,intellihelp
2023/11/30 22:21:07 UTC,qa apprenticeships
2023/10/24 20:22:59 UTC,CONTENIDOS INTERACTIVOS S.A
2023/11/08 20:53:17 UTC,cider sa
2023/10/26 20:35:29 UTC,WebExport
2023/10/23 20:58:05 UTC,comparto cv
2023/11/08 20:19:46 UTC,qa tester
2023/11/16 20:31:41 UTC,Cognizant Technology Solutions
2023/11/28 18:44:10 UTC,qa tester
2023/11/02 20:25:17 UTC,Solutix
2023/11/23 19:33:06 UTC,qa
2023/11/24 19:55:45 UTC,qa
2023/10/30 21:06:40 UTC,comparto cv
2023/11/01 20:38:46 UTC,Cider SA
2023/10/31 15:30:16 UTC,ITPS
2023/11/16 20:29:17 UTC,qa tester
2023/11/21 19:21:32 UTC,qa tester
2023/11/28 18:39:37 UTC,qa tester
2023/10/23 18:43:41 UTC,comparto cv
2023/11/01 19:31:24 UTC,catalent
2023/11/24 19:55:18 UTC,qa
2023/11/02 20:35:56 UTC,Symphony Solutions
2023/11/06 20:12:24 UTC,analista qa
2023/10/23 20:08:51 UTC,analista qa
2023/11/16 20:31:16 UTC,qa
2023/11/08 20:19:14 UTC,Cider SA
2023/11/15 20:41:20 UTC,qa tester
2023/11/02 20:35:50 UTC,symphony solutions
2023/11/27 19:12:03 UTC,qa tester
2023/11/16 19:27:12 UTC,cider sa
2023/10/30 19:48:55 UTC,dabrein solutions
2023/10/24 19:55:35 UTC,analista qa
2023/11/28 20:30:29 UTC,fabricio micolini
2023/10/18 21:27:39 UTC,comparto cv
2023/11/28 17:56:36 UTC,comparto cv
2023/10/30 19:32:47 UTC,banco hipotecario
2023/11/30 20:41:11 UTC,WebExport
2023/11/29 19:57:13 UTC,istorming consultoría it
2023/11/08 20:33:27 UTC,cider sa
2023/11/09 19:18:37 UTC,Cognizant Technology Solutions
2023/11/21 19:18:40 UTC,qa tester
2023/11/01 20:37:30 UTC,brandtrack
2023/10/31 17:56:00 UTC,qa tester
2023/11/24 20:20:39 UTC,Istorming Consultoría IT
2023/10/23 19:08:18 UTC,tester / qa
2023/11/21 19:21:32 UTC,qa
2023/11/24 20:49:47 UTC,Walter Cosentino
2023/11/28 18:44:17 UTC,qa tester
2023/11/30 20:46:59 UTC,qa apprenticeships
2023/11/21 19:14:28 UTC,qa
2023/11/29 20:53:25 UTC,qa tester
2023/11/08 20:24:07 UTC,qa tester
2023/11/28 18:39:37 UTC,fabricio micolini
2023/11/08 20:33:22 UTC,Cognizant Technology Solutions
2023/11/23 20:26:08 UTC,fabricio micolini
2023/11/22 19:01:11 UTC,qa tester
2023/11/16 20:00:59 UTC,Ingeniero de control y aseguramiento de la calidad
2023/11/01 20:45:56 UTC,analista qa
2023/11/24 19:55:44 UTC,istorming consultoría it
2023/10/25 20:22:26 UTC,analista qa
2023/11/22 20:53:53 UTC,morena caparrós
2023/11/21 19:26:34 UTC,istorming consultoría it manager
2023/11/28 17:56:25 UTC,conprove
2023/11/23 20:12:17 UTC,qa tester
2023/11/16 20:29:17 UTC,Enterprise Content Management Consultant
2023/11/16 19:26:29 UTC,qa
2023/10/23 18:50:37 UTC,comparto cv
2023/11/28 17:25:15 UTC,Sebastian Granitto
2023/11/28 17:34:04 UTC,intertron human capital
2023/11/01 20:04:32 UTC,banco hipotecario
2023/10/23 20:38:11 UTC,pedro berustein
2023/11/28 20:30:29 UTC,qa apprenticeships
2023/11/22 19:07:00 UTC,qa apprenticeships
2023/11/01 20:05:15 UTC,Ces Informática S.a.
2023/11/13 20:53:53 UTC,Lenox
2023/11/08 20:53:22 UTC,tester / qa argentina
2023/11/16 19:31:05 UTC,qa tester
2023/11/24 19:23:02 UTC,qa
2023/10/30 19:55:08 UTC,byb consultores
2023/10/26 20:35:29 UTC,qa tester
2023/11/16 20:33:21 UTC,qa
2023/11/29 20:05:51 UTC,Fabricio Micolini
2023/11/24 19:55:44 UTC,fabricio micolini
2023/11/02 20:26:33 UTC,Cognizant Technology Solutions
2023/11/21 19:28:08 UTC,qa tester
2023/11/15 20:43:16 UTC,tester / qa argentina
2023/11/28 20:35:37 UTC,qa tester
2023/11/30 20:46:59 UTC,WebExport
2023/11/29 20:46:02 UTC,istorming consultoría it
2023/10/31 18:29:30 UTC,Cider SA
2023/11/08 20:53:16 UTC,cognizant technology solutions
2023/10/19 21:17:40 UTC,desarrollador
2023/11/29 20:50:32 UTC,Big Time Studios
2023/10/31 18:21:30 UTC,hexacta
2023/11/28 20:35:41 UTC,qa tester
2023/10/24 20:49:18 UTC,C&S informática s.a.
2023/11/16 20:28:25 UTC,comparto cv
2023/11/24 20:51:06 UTC,iStorming 
2023/11/02 20:25:17 UTC,Lenox
2023/10/31 18:01:18 UTC,grupo abans
2023/10/26 19:52:01 UTC,qa tester
2023/10/26 20:35:06 UTC,Cosys Global | Grupo KELSOFT
2023/11/13 20:58:09 UTC,cider sa
2023/11/02 20:08:53 UTC,WITBOR ARGENTINA
2023/11/21 19:02:32 UTC,Analista de aseguramiento de la calidad de software
2023/10/30 20:59:29 UTC,Analista de software
2023/11/16 20:31:31 UTC,cognizant technology solutions
2023/11/09 19:07:16 UTC,comparto cv
2023/11/22 20:53:54 UTC,comparto cv
2023/10/19 20:01:05 UTC,analista qa
2023/11/14 20:53:30 UTC,Cosys Global | Grupo KELSOFT
2023/11/30 20:36:32 UTC,qa apprenticeships
2023/11/21 19:21:32 UTC,qa tester
2023/11/14 20:58:23 UTC,Administrador de sistemas
2023/10/30 21:08:13 UTC,comparto cv
2023/11/08 20:46:42 UTC,comparto cv
2023/11/14 20:53:48 UTC,cider sa
2023/10/19 21:02:49 UTC,tester qa
2023/11/23 20:26:08 UTC,qa
2023/11/22 19:21:58 UTC,qa tester
2023/11/02 20:26:34 UTC,analista qa
2023/11/27 20:59:59 UTC,Enterprise Content Management Consultant
2023/11/03 20:59:02 UTC,Jobzem
2023/10/26 18:51:30 UTC,analista qa
2023/11/06 20:11:40 UTC,Jobzem
2023/11/21 19:02:32 UTC,qa tester
2023/11/15 20:48:46 UTC,comparto cv
2023/11/09 19:07:13 UTC,comparto cv
2023/11/13 20:58:09 UTC,qa tester
2023/11/21 19:18:40 UTC,qa tester
2023/10/31 15:48:04 UTC,opentowork it
2023/11/29 20:51:20 UTC,amazon web services (aws)
2023/10/30 19:54:29 UTC,ITPS
2023/11/14 20:57:09 UTC,cognizant technology solutions
2023/10/25 21:01:53 UTC,tester qa
2023/10/31 18:29:31 UTC,Cider SA
2023/11/23 20:12:15 UTC,qa tester
2023/11/15 20:49:44 UTC,cider sa
2023/11/24 19:54:55 UTC,qa tester
2023/10/25 20:39:38 UTC,asj servicios
2023/11/13 20:54:46 UTC,qa tester
2023/11/06 20:38:33 UTC,analista qa
2023/10/26 18:46:37 UTC,comparto cv
2023/10/23 18:43:42 UTC,comparto cv
2023/11/27 19:04:54 UTC,qa
2023/10/25 20:37:39 UTC,gerente
2023/11/23 19:33:06 UTC,qa apprenticeships
2023/10/26 18:45:15 UTC,comparto cv
2023/11/06 20:25:09 UTC,comparto cv
2023/10/30 19:48:55 UTC,dabrein solutions
2023/11/29 20:50:30 UTC,big time studios 
2023/11/29 20:46:03 UTC,qa
2023/10/23 19:58:26 UTC,tester / qa
2023/10/24 20:22:37 UTC,secretaría de innovación y transformación digital 
2023/10/31 18:21:56 UTC,analista qa
2023/10/31 18:19:37 UTC,Aliantec
2023/11/24 19:41:33 UTC,qa apprenticeships
2023/11/13 20:54:46 UTC,qa tester
